Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado|
02H00681|DIVINO NIñO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Nocturna|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00262|EEB CARLOS MARIA DE LA CONDAMINE|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|46|3|Activa|
02H00264|EEB 9 DE OCTUBRE|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|1|Activa|
02H00265|EEB EZEQUIEL GERRERO VELASCO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|6|1|Activa|
02H00267|EEB VICTOR MANUEL TAPIA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|16|3|Activa|
02H00274|MANUEL AGUILAR|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|20|1|Activa|
02H00300|BELISARIO QUEVEDO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|59|3|Activa|
02H00304|UNIDAD EDUCATIVA  A DISTANCIA DE BOLIVAR EXT CHILLANES|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscomisional|SIERRA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|303|11|Activa|
02H00231|EEB FRAY VICENTE SOLANO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|533|22|Activa|
02H00233|EEB GABRIELA MISTRAL|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|370|21|Activa|
02H00238|EEB ELINA CARDONA DE PAZOS|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|28|2|Activa|
02H00243|EEB LUIS URDANETA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|30|3|Activa|
02H00246|EEB DR EUDORO HINOJOSA CARDONA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Nocturna|Educación Básica|Mestiza|Terrestre|18|1|Activa|
02H00247|EEB NUMA POMPILIO LLONA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|4|1|Activa|
02H00251|CEI DR HOMERO VILLAGOMEZ|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|Terrestre|30|2|Activa|
02H00259|EEB JOSE MARIA PLACIDO CAAMAÑO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|1|Activa|
02H00240|COLEGIO   CHILLANES|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|Terrestre|1005|45|Activa|
02H00285|DR.MIGUEL ANGEL MONTENEGRO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|1|Activa|
02H00795|LA COMUNA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00799|GUACALGOTO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Nocturna|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00716|JESUS DEL GRAN PODER|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|12|1|Activa|
02H00263|EEB JOSE IGNACIO VALLEJO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|16|1|Activa|
02H00271|JUAN DE DIOS MORALES|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|14|1|Activa|
02H00277|ALFREDO PAREJA DIEZCANSECO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|30|2|Activa|
02H00278|GENERAL ALBERTO ENRIQUEZ GALLO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|8|1|Activa|
02H00288|1 DE MAYO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|24|1|Activa|
02H00290|REPUBLICA DE ISRAEL|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|37|2|Activa|
02H00293|LA DOLOROSA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|15|1|Activa|
02H00295|BARTOLOME RUIZ|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|46|2|Activa|
02H00303|24 DE OCTUBRE|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|2|Activa|
02H00230|EEB RIOBAMBA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|21|1|Activa|
02H00235|EEB GENERAL JOSÉ DE VILLAMIL|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|117|8|Activa|
02H00237|EL ROSAL|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|7|1|Activa|
02H00241|EEB RIO NAPO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|90|8|Activa|
02H00242|EEB EUCLIDES MONTENEGRO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|42|3|Activa|
02H00244|EEB CORONEL CARLOS CASTILLO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|22|1|Activa|
02H00245|EEB CASPICARA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|27|2|Activa|
02H00249|EEB JOSE LUIS TAMAYO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|2|Activa|
02H00250|EEB HOLGER LINO ESTRADA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|40|1|Activa|
02H00256|EEB DOCTOR  TELMO AGUILAR GUERRERO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|15|2|Activa|
02H00260|COLEGIO REPUBLICA DE ALEMANIA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|39|4|Activa|
02H00754|EEB PAQUISHA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|23|2|Activa|
02H00232|COLEGIO MANUEL AGUILAR|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|35|6|Activa|
02H00269|GRAN COLOMBIA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|124|9|Activa|
02H00272|CARLOS MANTILLA JACOME|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|7|1|Activa|
02H00316|CLEMENTE YEROVI INDABURO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|1|Activa|
02H00793|SANTA ROSA DEL CADIAL|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|7|1|Activa|
02H00721|LUZ Y VIDA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|19|1|Activa|
02H00273|DR MARIO HINOJOZA CARDONA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|1|Activa|
02H00275|TENIENTE HUGO ORTIZ|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|30|1|Activa|
02H00276|REMIGIO CRESPO TORAL|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|16|1|Activa|
02H00279|HECTOR LUPERCIO PAZOS CARDONA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|1|Activa|
02H00282|CIUDAD DE LATACUNGA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|18|1|Activa|
02H00291|LUIS LEONARDO LARA|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|1|Activa|
02H00294|1 DE JUNIO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|58|4|Activa|
02H00299|CIUDAD DEL PUYO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|16|1|Activa|
02H00228|DR CARLOS H VARGAS|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|8|1|Activa|
02H00229|26 DE NOVIEMBRE|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|3|1|Activa|
02H00268|PROFESOR ANGEL JACINTO VILLARES|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02|02D02C02_d|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|75|10|Activa|
02H00719|Manuel Benjamin Carrion|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02||Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|1|Activa|
02H00726|UNIDAD EDUCATIVA DE BOLIVAR EXTENSION SAN JOSE DEL TAMBO|2|BOLIVAR|202|CHILLANES|20251|SAN JOSE DEL TAMBO (TAMBOPAMBA)|Zona 5|CHILLANES|02D02||Fiscomisional|SIERRA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|65|5|Activa|
02H00733|CENTRO TIGRE URCO|2|BOLIVAR|202|CHILLANES|20250|CHILLANES|Zona 5|CHILLANES|02D02||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00852|CENTRO POPULAR PERMANENTE SANTA RITA|2|BOLIVAR|202|CHILLANES|20251|SAN JOSE DEL TAMBO (TAMBOPAMBA)|Zona 5|CHILLANES|02D02||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00798|CENTRO SAN GABRIEL|2|BOLIVAR|202|CHILLANES|20251|SAN JOSE DEL TAMBO (TAMBOPAMBA)|Zona 5|CHILLANES|02D02||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|24|1|Activa|
02H00387|LUIS A MARTINEZ|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|2|Activa|
02H00388|PEDRO FERMIN CEVALLOS|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|11|1|Activa|
02H00389|28 DE ENERO|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|33|2|Activa|
02H00391|LOS ANDES|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|6|1|Activa|
02H00393|CAMILO GALLEGOS DOMINGUEZ|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|1|Activa|
02H00394|ESCUELA AMERICA|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|15|1|Activa|
02H00395|ELISA MARIÑO DE CARVAJAL|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|30|1|Activa|
02H00397|SEBASTIAN DE BENALCAZAR|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|23|1|Activa|
02H00399|TARQUI|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|9|1|Activa|
02H00400|COLOMBIA|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|27|1|Activa|
02H00401|NICANOR GOMEZ ARMIJOS|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|1|Activa|
02H00402|5 DE JUNIO|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|68|4|Activa|
02H00404|CARLOS RIVADENEIRA|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|11|1|Activa|
02H00405|ESCUELA ABELARDO MONCAYO|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|23|3|Activa|
02H00407|JOSE DE ANTEPARA|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|15|1|Activa|
02H00408|PEDRO CARBO|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|26|1|Activa|
02H00409|GUAYAQUIL|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|22|1|Activa|
02H00410|GUTBERTO GARCIA|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|62|5|Activa|
02H00406|GUSTAVO LEMOS RAMIREZ|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|93|6|Activa|
02H00658|SEGUNDO ULPIANO FIGUEROA|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Municipal|SIERRA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|70|10|Activa|
02H00684|Gonzalo Pizarro|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|1|Activa|
02H00704|EL EMBARCADERO|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00705|ALFREDO PEREZ GUERRERO|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|1|Activa|
02H00375|CORAZON DE JESUS|2|BOLIVAR|203|CHIMBO|20355|TELIMBELA|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C01|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|18|1|Activa|
02H00366|EEB JAIME ROLDOS AGUILERA|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|163|11|Activa|
02H00367|EEB LCD MANUEL ZANIPATIN|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|40|7|Activa|
02H00368|EEB CARLOS MONTUFAR|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|1|Activa|
02H00369|EEB CRISTOBAL COLON|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|20|2|Activa|
02H00370|EEB JUAN ROSENDO GONZALEZ|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|118|12|Activa|
02H00371|CEBJA VIRGEN DEL CARMEN|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|19|1|Activa|
02H00372|EEB CABO PRIMERO WLADIMIR ANALUIZA MONTERO|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|2|Activa|
02H00373|EEB FRANCISCO CAMPOS|2|BOLIVAR|203|CHIMBO|20353|MAGDALENA (CHAPACOTO)|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C02_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|17|2|Activa|
